longitude,latitude,median_house_value,ocean_proximity,region,rooms_per_house,bedrooms_per_room
-122.27,37.84,99700.0,NEAR BAY,Bay Area,5.193846153846154,0.19964454976303317
-122.27,37.84,132600.0,NEAR BAY,Bay Area,5.270142180094787,0.19649280575539568
-122.28,37.85,107500.0,NEAR BAY,Bay Area,4.495798319327731,0.22990654205607478
-122.28,37.85,93800.0,NEAR BAY,Bay Area,4.7280334728033475,0.215929203539823
-122.28,37.85,105500.0,NEAR BAY,Bay Area,4.7808564231738035,0.22181243414120128
-122.28,37.84,108900.0,NEAR BAY,Bay Area,4.40169133192389,0.23631123919308358
-122.28,37.84,132000.0,NEAR BAY,Bay Area,4.703225806451613,0.2194787379972565
-122.28,37.84,122300.0,NEAR BAY,Bay Area,5.068783068783069,0.23329853862212943
-122.28,37.84,115200.0,NEAR BAY,Bay Area,4.882086167800454,0.22340919647004182
-122.27,37.84,110400.0,NEAR BAY,Bay Area,5.737313432835821,0.21279916753381894
-122.27,37.83,104900.0,NEAR BAY,Bay Area,5.0303951367781155,0.22114803625377644
-122.27,37.83,109700.0,NEAR BAY,Bay Area,4.972014925373134,0.2153846153846154
-122.27,37.83,97200.0,NEAR BAY,Bay Area,4.6022727272727275,0.23209876543209876
-122.27,37.83,104500.0,NEAR BAY,Bay Area,4.807486631016043,0.24026696329254726
-122.28,37.83,103900.0,NEAR BAY,Bay Area,3.7493796526054592,0.25810721376571805
-122.26,37.83,191400.0,NEAR BAY,Bay Area,4.757281553398058,0.22448979591836735
-122.26,37.83,176000.0,NEAR BAY,Bay Area,3.4942528735632186,0.29399671052631576
-122.26,37.83,155400.0,NEAR BAY,Bay Area,4.215189873417722,0.25165165165165165
-122.26,37.83,150000.0,NEAR BAY,Bay Area,3.7590361445783134,0.33226495726495725
-122.26,37.84,118800.0,NEAR BAY,Bay Area,3.7724867724867726,0.28330995792426367
-122.26,37.84,188800.0,NEAR BAY,Bay Area,4.797979797979798,0.21263157894736842
-122.26,37.83,184400.0,NEAR BAY,Bay Area,4.941780821917808,0.21552321552321552
-122.26,37.83,182300.0,NEAR BAY,Bay Area,4.335078534031414,0.2536231884057971
-122.26,37.83,142500.0,NEAR BAY,Bay Area,3.700657894736842,0.2862222222222222
-122.27,37.82,137500.0,NEAR BAY,Bay Area,3.9802371541501977,0.3098311817279047
-122.26,37.82,187500.0,NEAR BAY,Bay Area,3.9,0.3125
-122.27,37.82,112500.0,NEAR BAY,Bay Area,2.6875,0.3964059196617336
-122.27,37.82,171900.0,NEAR BAY,Bay Area,2.045662100456621,0.5055803571428571
-122.27,37.82,93800.0,NEAR BAY,Bay Area,4.58968058968059,0.24411134903640258
-122.27,37.82,97500.0,NEAR BAY,Bay Area,4.473611111111111,0.26482458863706926
-122.27,37.82,104200.0,NEAR BAY,Bay Area,4.075,0.27975460122699386
-122.28,37.82,87500.0,NEAR BAY,Bay Area,5.021459227467811,0.20085470085470086
-122.28,37.82,83100.0,NEAR BAY,Bay Area,4.295454545454546,0.2571428571428571
-122.28,37.82,87500.0,NEAR BAY,Bay Area,4.77992277992278,0.23263327948303716
-122.28,37.82,85300.0,NEAR BAY,Bay Area,6.102459016393443,0.22498321020819342
-122.28,37.82,80300.0,NEAR BAY,Bay Area,4.5625,0.24585436193222782
-122.29,37.82,60000.0,NEAR BAY,Bay Area,2.7719298245614037,0.2721518987341772
-122.29,37.83,75700.0,NEAR BAY,Bay Area,5.994652406417113,0.18822479928635147
-122.29,37.82,75000.0,NEAR BAY,Bay Area,5.869565217391305,0.21481481481481482
-122.29,37.81,86100.0,NEAR BAY,Bay Area,6.229508196721311,0.25
-122.3,37.81,76100.0,NEAR BAY,Bay Area,7.69811320754717,0.19362745098039216
-122.3,37.81,73500.0,NEAR BAY,Bay Area,6.225563909774436,0.21980676328502416
-122.3,37.81,78400.0,NEAR BAY,Bay Area,5.401069518716578,0.20693069306930692
-122.3,37.81,84400.0,NEAR BAY,Bay Area,4.382530120481928,0.24329896907216494
-122.29,37.8,81300.0,NEAR BAY,Bay Area,6.98639455782313,0.23758519961051608
-122.3,37.81,85000.0,NEAR BAY,Bay Area,6.975609756097561,0.19055944055944055
-122.29,37.81,129200.0,NEAR BAY,Bay Area,4.584288052373159,0.22991788646911818
-122.29,37.81,82500.0,NEAR BAY,Bay Area,6.047244094488189,0.19791666666666666
-122.29,37.81,95200.0,NEAR BAY,Bay Area,3.375451263537906,0.3176470588235294
-122.29,37.81,75000.0,NEAR BAY,Bay Area,5.552631578947368,0.24170616113744076
-122.29,37.81,67500.0,NEAR BAY,Bay Area,1.7142857142857142,0.3333333333333333
-122.29,37.81,137500.0,NEAR BAY,Bay Area,6.2781954887218046,0.19281437125748502
-122.28,37.81,177500.0,NEAR BAY,Bay Area,2.8177676537585423,0.3734842360549717
-122.28,37.81,102100.0,NEAR BAY,Bay Area,5.724950884086444,0.1928620452985587
-122.28,37.81,108300.0,NEAR BAY,Bay Area,5.830917874396135,0.20132560066280034
-122.29,37.81,112500.0,NEAR BAY,Bay Area,5.369230769230769,0.21432664756446992
-122.28,37.8,131300.0,NEAR BAY,Bay Area,4.412903225806452,0.2573099415204678
-122.28,37.81,162500.0,NEAR BAY,Bay Area,3.1972318339100347,0.31277056277056275
-122.27,37.81,112500.0,NEAR BAY,Bay Area,3.75,0.26666666666666666
-122.28,37.81,112500.0,NEAR BAY,Bay Area,3.9080459770114944,0.2852941176470588
-122.28,37.81,137500.0,NEAR BAY,Bay Area,2.490322580645161,0.42487046632124353
-122.28,37.81,118800.0,NEAR BAY,Bay Area,5.609467455621302,0.1940928270042194
-122.28,37.81,98200.0,NEAR BAY,Bay Area,6.721739130434782,0.18499353169469598
-122.27,37.81,118800.0,NEAR BAY,Bay Area,2.3157894736842106,0.5125
-122.27,37.81,162500.0,NEAR BAY,Bay Area,2.6515151515151514,0.3977142857142857
-122.27,37.8,137500.0,NEAR BAY,Bay Area,2.6923076923076925,0.4
-122.27,37.8,500001.0,NEAR BAY,Bay Area,2.929411764705882,0.3132530120481928
-122.27,37.8,162500.0,NEAR BAY,Bay Area,2.74585635359116,0.39436619718309857
-122.28,37.8,137500.0,NEAR BAY,Bay Area,2.4431818181818183,0.4046511627906977
-122.28,37.8,162500.0,NEAR BAY,Bay Area,2.823529411764706,0.3229166666666667
-122.27,37.79,187500.0,NEAR BAY,Bay Area,3.493377483443709,0.3289099526066351
-122.27,37.8,179200.0,NEAR BAY,Bay Area,3.6723768736616704,0.363265306122449
-122.26,37.8,130000.0,NEAR BAY,Bay Area,2.294016358157555,0.4648151623193845
-122.26,37.82,183800.0,NEAR BAY,Bay Area,3.8949152542372882,0.28959965187119235
-122.26,37.81,125000.0,NEAR BAY,Bay Area,3.681318681318681,0.3194029850746269
-122.26,37.82,170000.0,NEAR BAY,Bay Area,2.9456,0.3449212384573601
-122.26,37.82,193100.0,NEAR BAY,Bay Area,3.7071428571428573,0.29865125240847784
-122.25,37.81,257800.0,NEAR BAY,Bay Area,3.7248,0.30369415807560135
-122.25,37.81,273400.0,NEAR BAY,Bay Area,3.8784235136940546,0.27609369617636925
-122.25,37.81,237500.0,NEAR BAY,Bay Area,3.745614035087719,0.28337236533957844
-122.25,37.81,350000.0,NEAR BAY,Bay Area,3.5154975530179446,0.3252900232018561
-122.26,37.81,335700.0,NEAR BAY,Bay Area,3.281721632196758,0.3260091977516607
-122.24,37.82,313400.0,NEAR BAY,Bay Area,6.184426229508197,0.14910536779324055
-122.24,37.81,268500.0,NEAR BAY,Bay Area,4.442982456140351,0.23790720631786771
-122.25,37.81,259400.0,NEAR BAY,Bay Area,4.165876777251185,0.2616609783845279
-122.24,37.82,275700.0,NEAR BAY,Bay Area,4.848189415041783,0.21574260270037346
-122.25,37.82,225000.0,NEAR BAY,Bay Area,4.160847880299252,0.25621816002397363
-122.25,37.82,262500.0,NEAR BAY,Bay Area,5.628458498023716,0.2029494382022472
-122.25,37.82,218500.0,NEAR BAY,Bay Area,3.7270058708414875,0.28826463638750327
-122.25,37.82,255000.0,NEAR BAY,Bay Area,3.2530813475760065,0.30209648901237685
-122.25,37.83,224100.0,NEAR BAY,Bay Area,4.578034682080925,0.23526936026936027
-122.25,37.83,243100.0,NEAR BAY,Bay Area,3.822274881516588,0.2653440793552387
-122.25,37.83,231600.0,NEAR BAY,Bay Area,4.3951890034364265,0.22439405785770133
-122.25,37.83,218500.0,NEAR BAY,Bay Area,3.0234798314268514,0.34846674631620866
-122.25,37.83,234100.0,NEAR BAY,Bay Area,4.040501446480231,0.2637231503579952
-122.23,37.84,327600.0,NEAR BAY,Bay Area,6.742627345844504,0.15864811133200796
-122.23,37.84,347600.0,NEAR BAY,Bay Area,6.546391752577319,0.14299212598425196
-122.24,37.83,366100.0,NEAR BAY,Bay Area,6.851063829787234,0.15760869565217392
-122.24,37.85,335000.0,NEAR BAY,Bay Area,7.1063829787234045,0.16167664670658682
-122.23,37.85,373600.0,NEAR BAY,Bay Area,6.947890818858561,0.1467857142857143
-122.24,37.84,389500.0,NEAR BAY,Bay Area,6.358558558558559,0.16265230943610087
-122.24,37.85,391100.0,NEAR BAY,Bay Area,7.11716621253406,0.139739663093415
-122.22,37.85,337300.0,NEAR BAY,Bay Area,5.5303347280334725,0.1982220540949499
-122.22,37.84,295200.0,NEAR BAY,Bay Area,6.127348643006263,0.16115843270868824
-122.21,37.84,292300.0,NEAR BAY,Bay Area,5.735343383584589,0.174357476635514
-122.21,37.83,411500.0,NEAR BAY,Bay Area,7.631498470948012,0.13504307753957123
-122.2,37.84,311500.0,NEAR BAY,Bay Area,6.446064139941691,0.15649027589326098
-122.21,37.84,325900.0,NEAR BAY,Bay Area,6.125,0.16129032258064516
-122.19,37.84,392600.0,NEAR BAY,Bay Area,8.335051546391753,0.12987012987012986
-122.2,37.84,319300.0,NEAR BAY,Bay Area,6.467268623024831,0.16055846422338568
-122.21,37.83,333300.0,NEAR BAY,Bay Area,6.6122715404699735,0.15557749259624876
-122.19,37.83,335200.0,NEAR BAY,Bay Area,6.978947368421053,0.138763197586727
-122.2,37.83,351200.0,NEAR BAY,Bay Area,7.530805687203792,0.14033983637507866
-122.19,37.83,368900.0,NEAR BAY,Bay Area,6.657992565055762,0.15131211613623674
-122.19,37.82,365900.0,NEAR BAY,Bay Area,6.977186311787072,0.1438692098092643
-122.2,37.82,366700.0,NEAR BAY,Bay Area,6.982954545454546,0.14727420667209112
-122.2,37.82,362800.0,NEAR BAY,Bay Area,7.54,0.14164456233421752
-122.18,37.81,483300.0,NEAR BAY,Bay Area,5.615384615384615,0.13013698630136986
-122.21,37.82,331400.0,NEAR BAY,Bay Area,6.785714285714286,0.14021052631578948
-122.2,37.81,323500.0,NEAR BAY,Bay Area,6.957746478873239,0.14709851551956815
-122.21,37.8,216700.0,NEAR BAY,Bay Area,5.132246376811594,0.21355453582774445
-122.21,37.8,233100.0,NEAR BAY,Bay Area,4.628336755646817,0.23735581188997337
-122.21,37.81,296400.0,NEAR BAY,Bay Area,6.200892857142857,0.15262778977681785
-122.22,37.81,273700.0,NEAR BAY,Bay Area,6.39935064935065,0.16996448503297817
-122.22,37.8,227700.0,NEAR BAY,Bay Area,4.745652173913044,0.21300961978928082
-122.22,37.8,199600.0,NEAR BAY,Bay Area,5.183673469387755,0.20297462817147857
-122.22,37.8,239800.0,NEAR BAY,Bay Area,5.283495145631068,0.1988239617787578
-122.22,37.81,270100.0,NEAR BAY,Bay Area,5.952941176470588,0.1674901185770751
-122.22,37.81,302100.0,NEAR BAY,Bay Area,5.65067178502879,0.18206521739130435
-122.23,37.8,269500.0,NEAR BAY,Bay Area,4.429193899782135,0.23905558288243975
-122.23,37.81,314700.0,NEAR BAY,Bay Area,6.727699530516432,0.159804605722261
-122.22,37.81,390100.0,NEAR BAY,Bay Area,7.7026315789473685,0.13734198838401093
-122.23,37.81,410300.0,NEAR BAY,Bay Area,8.972868217054264,0.126133909287257
-122.24,37.81,352400.0,NEAR BAY,Bay Area,7.599388379204893,0.12595573440643862
-122.24,37.81,287300.0,NEAR BAY,Bay Area,5.8203125,0.1597315436241611
-122.23,37.81,348700.0,NEAR BAY,Bay Area,7.994318181818182,0.1297085998578536
-122.24,37.81,243800.0,NEAR BAY,Bay Area,4.333333333333333,0.26278069756330624
-122.24,37.8,211500.0,NEAR BAY,Bay Area,5.074285714285714,0.1891891891891892
-122.25,37.8,218400.0,NEAR BAY,Bay Area,4.276639344262295,0.24436990896023
-122.24,37.81,269900.0,NEAR BAY,Bay Area,4.851351351351352,0.19976124154397135
-122.25,37.81,218800.0,NEAR BAY,Bay Area,4.326639892904953,0.2583539603960396
-122.25,37.8,225000.0,NEAR BAY,Bay Area,4.059113300492611,0.25849514563106796
-122.25,37.8,250000.0,NEAR BAY,Bay Area,3.2742382271468142,0.3350253807106599
-122.25,37.8,171400.0,NEAR BAY,Bay Area,3.5617433414043584,0.318830727396329
-122.25,37.8,193800.0,NEAR BAY,Bay Area,3.1927554980595083,0.3500810372771475
-122.24,37.79,125000.0,NEAR BAY,Bay Area,3.804195804195804,0.3014705882352941
-122.25,37.79,97500.0,NEAR BAY,Bay Area,3.882608695652174,0.2945128779395297
-122.25,37.79,125000.0,NEAR BAY,Bay Area,3.2091836734693877,0.2988871224165342
-122.25,37.79,138800.0,NEAR BAY,Bay Area,3.6887052341597797,0.29200896191187453
-122.25,37.8,116700.0,NEAR BAY,Bay Area,3.0902394106813995,0.36114421930870083
-122.25,37.8,151800.0,NEAR BAY,Bay Area,3.639751552795031,0.27602389078498296
-122.24,37.8,127000.0,NEAR BAY,Bay Area,4.368421052631579,0.2289156626506024
-122.24,37.8,128600.0,NEAR BAY,Bay Area,4.585014409221902,0.23444374607165305
-122.24,37.8,140600.0,NEAR BAY,Bay Area,4.7343283582089555,0.2509457755359395
-122.24,37.8,182700.0,NEAR BAY,Bay Area,3.693140794223827,0.2873900293255132
-122.23,37.8,146900.0,NEAR BAY,Bay Area,4.638132295719845,0.2424496644295302
-122.24,37.8,122800.0,NEAR BAY,Bay Area,4.496259351620948,0.23294509151414308
-122.24,37.8,169300.0,NEAR BAY,Bay Area,4.192023633677991,0.2639182522903453
-122.23,37.8,126600.0,NEAR BAY,Bay Area,4.209677419354839,0.23499361430395913
-122.23,37.8,127900.0,NEAR BAY,Bay Area,4.0561224489795915,0.26037735849056604
-122.23,37.8,123500.0,NEAR BAY,Bay Area,4.20722891566265,0.27491408934707906
-122.23,37.8,111900.0,NEAR BAY,Bay Area,4.4714285714285715,0.2388178913738019
-122.23,37.79,112800.0,NEAR BAY,Bay Area,4.844029244516653,0.2253899044105316
-122.23,37.79,107900.0,NEAR BAY,Bay Area,4.327669902912621,0.22153673583847447
-122.23,37.79,137500.0,NEAR BAY,Bay Area,3.7984790874524714,0.26426426426426425
-122.24,37.79,105500.0,NEAR BAY,Bay Area,3.776349614395887,0.29339686861810754
-122.24,37.79,95500.0,NEAR BAY,Bay Area,4.528052805280528,0.2879008746355685
-122.24,37.79,116100.0,NEAR BAY,Bay Area,4.011904761904762,0.26706231454005935
-122.24,37.79,112200.0,NEAR BAY,Bay Area,4.554621848739496,0.23124231242312424
-122.25,37.79,75000.0,NEAR BAY,Bay Area,3.1818181818181817,0.24571428571428572
-122.25,37.79,112500.0,NEAR BAY,Bay Area,3.747967479674797,0.279826464208243
-122.25,37.79,125000.0,NEAR BAY,Bay Area,3.973568281938326,0.26274944567627495
-122.26,37.8,115000.0,NEAR BAY,Bay Area,3.510355029585799,0.3282764433206911
-122.22,37.77,95000.0,NEAR BAY,Bay Area,2.8333333333333335,0.3273657289002558
-122.22,37.77,96400.0,NEAR BAY,Bay Area,4.38996138996139,0.2647317502198769
-122.23,37.77,72000.0,NEAR BAY,Bay Area,4.202185792349726,0.26788036410923277
-122.23,37.78,71300.0,NEAR BAY,Bay Area,3.746031746031746,0.3093220338983051
-122.23,37.78,80800.0,NEAR BAY,Bay Area,4.046948356807512,0.2494199535962877
-122.22,37.78,128800.0,NEAR BAY,Bay Area,4.0251572327044025,0.2760416666666667
-122.23,37.78,112500.0,NEAR BAY,Bay Area,3.2420091324200913,0.3323943661971831
-122.23,37.78,119400.0,NEAR BAY,Bay Area,3.8666666666666667,0.2616632860040568
-122.23,37.78,118100.0,NEAR BAY,Bay Area,3.1158455392809588,0.3525641025641026
-122.23,37.79,122500.0,NEAR BAY,Bay Area,4.944606413994169,0.23349056603773585
-122.23,37.79,106300.0,NEAR BAY,Bay Area,5.365296803652968,0.18468085106382978
-122.22,37.79,132500.0,NEAR BAY,Bay Area,4.479923518164436,0.24498506188647035
-122.23,37.79,122700.0,NEAR BAY,Bay Area,4.357142857142857,0.23770491803278687
-122.23,37.79,113300.0,NEAR BAY,Bay Area,5.054347826086956,0.21397849462365592
-122.22,37.79,109500.0,NEAR BAY,Bay Area,5.466911764705882,0.21116341627437793
-122.22,37.79,164700.0,NEAR BAY,Bay Area,4.998540145985402,0.20151869158878505
-122.21,37.79,125000.0,NEAR BAY,Bay Area,3.9076923076923076,0.24934383202099739
-122.22,37.79,124700.0,NEAR BAY,Bay Area,4.489563567362429,0.24302620456466612
-122.22,37.79,136700.0,NEAR BAY,Bay Area,4.306603773584905,0.24644030668127054
-122.22,37.79,141700.0,NEAR BAY,Bay Area,4.626707132018209,0.23319121023286324
-122.2,37.79,150000.0,NEAR BAY,Bay Area,4.823529411764706,0.22926829268292684
-122.21,37.79,138800.0,NEAR BAY,Bay Area,5.284246575342466,0.19896305897602073
-122.21,37.79,139200.0,NEAR BAY,Bay Area,4.5813953488372094,0.2356175972927242
-122.21,37.79,143800.0,NEAR BAY,Bay Area,4.520725388601036,0.2343839541547278
-122.21,37.8,156500.0,NEAR BAY,Bay Area,4.316810344827586,0.24962556165751373
-122.21,37.8,151000.0,NEAR BAY,Bay Area,4.524663677130045,0.22150644202180378
-122.2,37.8,273000.0,NEAR BAY,Bay Area,6.6923076923076925,0.1638752052545156
-122.2,37.8,217100.0,NEAR BAY,Bay Area,5.772388059701493,0.18939883645765998
-122.21,37.8,187100.0,NEAR BAY,Bay Area,4.984419263456091,0.2020460358056266
-122.2,37.8,239600.0,NEAR BAY,Bay Area,6.088235294117647,0.17101449275362318
-122.21,37.8,229700.0,NEAR BAY,Bay Area,5.242063492063492,0.19909159727479184
-122.19,37.8,257300.0,NEAR BAY,Bay Area,7.117647058823529,0.15289256198347106
-122.19,37.8,246900.0,NEAR BAY,Bay Area,5.837349397590361,0.17595459236326108
-122.19,37.79,179900.0,NEAR BAY,Bay Area,5.260869565217392,0.20144628099173553
-122.2,37.79,169600.0,NEAR BAY,Bay Area,4.51063829787234,0.24150943396226415
-122.2,37.8,203300.0,NEAR BAY,Bay Area,5.1152882205513786,0.19843214110730034
-122.19,37.8,263400.0,NEAR BAY,Bay Area,6.5451263537906135,0.14947600661886376
-122.19,37.79,231800.0,NEAR BAY,Bay Area,5.986784140969163,0.1659308314937454
-122.19,37.79,140500.0,NEAR BAY,Bay Area,4.699551569506727,0.24204834605597964
-122.2,37.79,126000.0,NEAR BAY,Bay Area,4.62051282051282,0.25471698113207547
-122.2,37.79,122000.0,NEAR BAY,Bay Area,4.2,0.22108843537414966
-122.2,37.79,134700.0,NEAR BAY,Bay Area,3.30142566191446,0.27884022208513265
-122.21,37.79,139400.0,NEAR BAY,Bay Area,4.462025316455696,0.2520094562647754
-122.2,37.79,115400.0,NEAR BAY,Bay Area,4.210416666666666,0.2612568035625928
-122.21,37.78,137300.0,NEAR BAY,Bay Area,3.9349736379613356,0.2268870031263957
-122.21,37.78,137000.0,NEAR BAY,Bay Area,5.4907063197026025,0.2031144211238998
-122.21,37.78,142600.0,NEAR BAY,Bay Area,4.310204081632653,0.21212121212121213
-122.21,37.78,137500.0,NEAR BAY,Bay Area,3.6653061224489796,0.2717149220489978
-122.22,37.78,111700.0,NEAR BAY,Bay Area,4.865573770491803,0.23921832884097036
-122.21,37.78,126800.0,NEAR BAY,Bay Area,4.181818181818182,0.2702702702702703
-122.21,37.78,111300.0,NEAR BAY,Bay Area,3.6556016597510372,0.2814982973893303
-122.22,37.77,114800.0,NEAR BAY,Bay Area,3.6592592592592594,0.23076923076923078
-122.22,37.78,102300.0,NEAR BAY,Bay Area,4.036363636363636,0.26632882882882886
-122.22,37.78,131900.0,NEAR BAY,Bay Area,3.38989898989899,0.3063170441001192
-122.22,37.78,119100.0,NEAR BAY,Bay Area,4.1653944020356235,0.28283445326817347
-122.21,37.76,80600.0,NEAR BAY,Bay Area,4.733333333333333,0.2211267605633803
-122.21,37.77,80600.0,NEAR BAY,Bay Area,4.313868613138686,0.2927241962774958
-122.21,37.77,88800.0,NEAR BAY,Bay Area,5.0,0.20536912751677852
-122.2,37.77,102400.0,NEAR BAY,Bay Area,4.703933747412008,0.21919014084507044
-122.21,37.77,98700.0,NEAR BAY,Bay Area,3.4858757062146895,0.3038897893030794
-122.21,37.77,100000.0,NEAR BAY,Bay Area,3.6714801444043323,0.3225172074729597
-122.19,37.77,92300.0,NEAR BAY,Bay Area,3.543726235741445,0.27253218884120173
-122.2,37.77,94800.0,NEAR BAY,Bay Area,5.007448789571694,0.2220156191892897
-122.2,37.77,102000.0,NEAR BAY,Bay Area,4.536656891495602,0.2682611506140918
-122.2,37.78,158400.0,NEAR BAY,Bay Area,5.4373522458628845,0.19260869565217392
-122.2,37.78,121600.0,NEAR BAY,Bay Area,4.659574468085107,0.22773972602739725
-122.2,37.78,129100.0,NEAR BAY,Bay Area,4.939153439153439,0.2158543117300482
-122.2,37.77,121400.0,NEAR BAY,Bay Area,5.020661157024794,0.20658436213991768
-122.21,37.78,102800.0,NEAR BAY,Bay Area,4.399491094147582,0.23944476576055523
-122.19,37.78,160000.0,NEAR BAY,Bay Area,6.107142857142857,0.17543859649122806
-122.19,37.77,143900.0,NEAR BAY,Bay Area,5.105882352941176,0.19723502304147467
-122.19,37.77,151200.0,NEAR BAY,Bay Area,5.585131894484412,0.1910691283812795
-122.19,37.78,164400.0,NEAR BAY,Bay Area,6.645333333333333,0.16653290529695025
-122.19,37.78,156500.0,NEAR BAY,Bay Area,5.956639566395664,0.18061874431301184
-122.18,37.78,225000.0,NEAR BAY,Bay Area,3.021276595744681,0.21830985915492956
-122.19,37.78,174200.0,NEAR BAY,Bay Area,5.660287081339713,0.17328825021132713
-122.19,37.78,166900.0,NEAR BAY,Bay Area,5.631578947368421,0.18037383177570093
-122.2,37.78,163500.0,NEAR BAY,Bay Area,5.400611620795107,0.18799546998867497
-122.18,37.79,253000.0,NEAR BAY,Bay Area,5.820754716981132,0.1539708265802269
-122.18,37.79,240700.0,NEAR BAY,Bay Area,6.593457943925234,0.16513111268603828
-122.18,37.79,208100.0,NEAR BAY,Bay Area,6.410334346504559,0.18349928876244664
-122.19,37.79,198100.0,NEAR BAY,Bay Area,4.80078125,0.19772172497965826
-122.19,37.79,172800.0,NEAR BAY,Bay Area,4.746268656716418,0.22746331236897274
-122.18,37.81,336700.0,NEAR BAY,Bay Area,6.176691729323308,0.1594643944004869
-122.18,37.8,318200.0,NEAR BAY,Bay Area,6.948717948717949,0.14391143911439114
-122.18,37.8,285800.0,NEAR BAY,Bay Area,7.064024390243903,0.14501510574018128
-122.13,37.77,293000.0,NEAR BAY,Bay Area,7.589506172839506,0.12891419276128507
-122.16,37.79,371000.0,NEAR BAY,Bay Area,6.528723945094052,0.15947671702227068
-122.17,37.78,157300.0,NEAR BAY,Bay Area,5.707865168539326,0.17060367454068243
-122.17,37.77,135300.0,NEAR BAY,Bay Area,4.731152204836415,0.2242934455802766
-122.18,37.78,136700.0,NEAR BAY,Bay Area,4.877149877149877,0.2216624685138539
-122.18,37.78,160700.0,NEAR BAY,Bay Area,5.78169014084507,0.1961023142509135
-122.17,37.78,140600.0,NEAR BAY,Bay Area,4.933701657458563,0.19820828667413215
-122.17,37.78,144000.0,NEAR BAY,Bay Area,5.396694214876033,0.19601837672281777
-122.16,37.77,156300.0,NEAR BAY,Bay Area,5.427777777777778,0.1985670419651996
-122.16,37.77,176000.0,NEAR BAY,Bay Area,6.052083333333333,0.17082616179001722
-122.16,37.77,145800.0,NEAR BAY,Bay Area,5.0094936708860756,0.2204674668351232
-122.17,37.77,141900.0,NEAR BAY,Bay Area,5.0062111801242235,0.21215880893300249
-122.17,37.77,90700.0,NEAR BAY,Bay Area,5.3628318584070795,0.2198844884488449
-122.17,37.76,90600.0,NEAR BAY,Bay Area,4.490140845070423,0.2302383939774153
-122.17,37.76,107900.0,NEAR BAY,Bay Area,5.544502617801047,0.19499527856468366
-122.18,37.76,107000.0,NEAR BAY,Bay Area,4.921875,0.2273015873015873
-122.17,37.76,98200.0,NEAR BAY,Bay Area,4.983050847457627,0.22505668934240364
-122.18,37.76,89500.0,NEAR BAY,Bay Area,4.82520325203252,0.21988205560235888
-122.18,37.76,93800.0,NEAR BAY,Bay Area,4.569696969696969,0.23209549071618038
-122.18,37.76,96700.0,NEAR BAY,Bay Area,5.117516629711751,0.19584055459272098
-122.18,37.77,97500.0,NEAR BAY,Bay Area,5.789808917197452,0.25962596259625964
-122.18,37.77,97300.0,NEAR BAY,Bay Area,4.402985074626866,0.21779661016949153
-122.18,37.76,91200.0,NEAR BAY,Bay Area,5.498637602179836,0.20218037661050545
-122.19,37.76,91400.0,NEAR BAY,Bay Area,5.08550185873606,0.20614035087719298
-122.18,37.77,96200.0,NEAR BAY,Bay Area,4.953068592057762,0.19934402332361517
-122.18,37.77,120100.0,NEAR BAY,Bay Area,4.810502283105023,0.2235405790223066
-122.18,37.77,100000.0,NEAR BAY,Bay Area,4.775956284153006,0.20709382151029748
